Artist Name,Album Name,Review Score,Genre,Date Published,Written By
Anderson .Paak,Oxnard,7.0,Pop/R&B,2018-11-16,Torii MacAdams
Trippie Redd,A Love Letter to You 3,6.6,Rap,2018-11-16,Trey Alston
Wume,Towards the Shadow,7.5,Experimental,2018-11-16,Jonathan Williger
Senyawa,Sujud,7.6,Experimental,2018-11-16,Whitney  Wei
Muse,Simulation Theory,6.0,Rock,2018-11-15,Ian Cohen
CupcakKe,Eden,7.9,Rap,2018-11-15,Dani Blum 
Demdike Stare,Passion,8.0,Electronic,2018-11-15,Andy Beta
The Glands,I Can See My House From Here,8.5,Rock,2018-11-15,Paul Thompson
Imagine Dragons,Origins,5.3,Rock,2018-11-14,Corban Goble
Sun Kil Moon,This Is My Dinner,2.8,Folk/Country,2018-11-14,Grayson Haver Currin
Freddie GibbsCurren$yThe Alchemist,Fetti,8.0,Rap,2018-11-14,Timmhotep Aku
David LynchAngelo Badalamenti,Thought Gang,6.2,ExperimentalRock,2018-11-14,Andy Beta
Laura Jane Grace & the Devouring Mothers,Bought to Rot,5.6,Rock,2018-11-13,Grayson Haver Currin
Félicia AtkinsonJefre Cantu-Ledesma,Limpid as the Solitudes,7.7,Experimental,2018-11-13,Kevin Lozano
Gaye Su Akyol,İstikrarlı Hayal Hakikattir,7.7,Global,2018-11-13,Andy Beta
Homeboy SandmanEdan,Humble Pi,6.8,Rap,2018-11-13,Dean Van Nguyen
Smino,NOIR,7.6,Rap,2018-11-12,Jay Balfour
J Mascis,Elastic Days,7.3,Rock,2018-11-12,Stuart Berman
H.E.R.,I Used to Know Her: Part 2 EP,6.0,Pop/R&B,2018-11-12,Jackson Howard
Yung Lean,Poison Ivy,4.9,Rap,2018-11-12,Calum Marsh
System of a Down,Toxicity,8.2,Metal,2018-11-11,Sasha Geffen
Fleet Foxes,First Collection 2006 – 2009,8.1,Folk/Country,2018-11-10,Larry Fitzmaurice
BlocBoy JB ,Don’t Think That,6.2,Rap,2018-11-10,Sheldon Pearce
Rosanne Cash,She Remembers Everything,7.6,Rock,2018-11-10,Stephen Thomas Erlewine
RRUCCULLA,SHuSH,7.6,Experimental,2018-11-10,Philip Sherburne
Lil Peep,Come Over When You’re Sober Pt. 2,7.2,Rap,2018-11-09,Jayson Greene
Vessel,Queen of Golden Dogs,8.0,Experimental,2018-11-09,Chal Ravens
Swizz Beatz,Poison,7.1,Rap,2018-11-09,Sheldon Pearce
Daughters,You Won’t Get What You Want,8.0,Rock,2018-11-09,Ian Cohen
Rosalía,El Mal Querer,8.8,Pop/R&B,2018-11-08,Julianne Escobedo Shepherd
Flohio,Wild Yout EP,6.8,Rap,2018-11-08,Ciaran Thapar
Nicole Dollanganger,Heart Shaped Bed,6.0,Rock,2018-11-08,Quinn Moreland
Matt Ox,OX,5.6,Rap,2018-11-08,Trey Alston
Metro Boomin,Not All Heroes Wear Capes,7.7,Rap,2018-11-07,Alphonse Pierre
Takeoff,The Last Rocket,7.7,Rap,2018-11-07,Jonah Bromwich
Bob Dylan,"More Blood, More Tracks: The Bootleg Series Vol. 14",8.5,Rock,2018-11-07,Sam Sodomsky
1010 Benja SL,Two Houses EP,7.9,Pop/R&BElectronic,2018-11-07,Kevin Lozano
Georgia Anne Muldrow,Overload,8.0,Pop/R&B,2018-11-06,Dean Van Nguyen
Action Bronson,White Bronco,5.1,Rap,2018-11-06,Phillip Mlynar
Brent Faiyaz  ,Lost EP,6.6,Pop/R&B,2018-11-06,Margaret Farrell
The Prodigy,No Tourists,6.2,Electronic,2018-11-06,Ben Cardew
Pistol Annies,Interstate Gospel,8.0,Folk/Country,2018-11-05,Mike Powell
Kelly Moran,Ultraviolet,7.6,Experimental,2018-11-05,Philip Sherburne
Dead Can Dance,Dionysus,7.3,Experimental,2018-11-05,Ben Cardew
Ian William Craig,Thresholder,7.9,Experimental,2018-11-05,Grayson Haver Currin
Missy Elliott,Supa Dupa Fly,9.0,Rap,2018-11-04,Judnick Mayard
Ty Dolla $ignJeremih,MihTy,7.7,RapPop/R&B,2018-11-03,Austin Brown
Metallica,...And Justice for All,9.3,Metal,2018-11-03,Sean T. Collins
Ian Sweet,Crush Crusher,6.5,Rock,2018-11-03,Nina Corcoran
Tasha,Alone at Last,7.1,Pop/R&B,2018-11-03,Vrinda Jagota
Vince Staples,FM!,8.2,Rap,2018-11-02,Alphonse Pierre
Julia Holter,Aviary,8.2,Experimental,2018-11-02,Jenn Pelly
Tory Lanez,LoVE me NOw,5.0,Rap,2018-11-02,Alphonse Pierre
Mr Twin Sister,Salt,7.0,Pop/R&B,2018-11-02,Larry Fitzmaurice
Miya Folick  ,Premonitions,8.1,Rock,2018-11-01,Margaret Farrell
R.E.M.,R.E.M. at the BBC,7.4,Rock,2018-11-01,Chris Randle
Saves the Day,9,3.5,Rock,2018-11-01,Arielle Gordon
Mr. Mitch,Primary Progressive,7.7,Electronic,2018-11-01,Ben Cardew
Nao,Saturn,7.7,Pop/R&B,2018-10-31,Eric Torres
Deerhoof,Deerhoof Plays Music of the Shining,7.1,Experimental,2018-10-31,Sophie Kemp 
Joji,BALLADS 1,6.7,Pop/R&B,2018-10-31,Braudie Blais-Billie
Apollo BrownJoell Ortiz,Mona Lisa,6.7,Rap,2018-10-31,Dean Van Nguyen
Mick Jenkins,Pieces of a Man,7.6,Rap,2018-10-30,Dean Van Nguyen
Colin Self,Siblings,8.0,Experimental,2018-10-30,Ruth Saxelby
John CarpenterCody CarpenterDaniel Davies,Halloween: Original Motion Picture Soundtrack,7.4,Experimental,2018-10-30,Jayson Greene
Anna St. Louis ,If Only There Was a River,7.5,Folk/Country,2018-10-30,Grayson Haver Currin
Makaya McCraven,Universal Beings,8.1,Jazz,2018-10-29,Nate Chinen
Unknown Mortal Orchestra,IC-01 Hanoi,6.5,Rock,2018-10-29,Andy Beta
SRSQ,Unreality,6.9,Electronic,2018-10-29,Larry Fitzmaurice
Cosmic Analog Ensemble,Une Vie Cent Détours,7.7,Jazz,2018-10-29,Dean Van Nguyen
Lucinda Williams,Car Wheels on a Gravel Road,9.5,Folk/Country,2018-10-28,Jenn Pelly
Thom Yorke,Suspiria (Music for the Luca Guadagnino Film),8.0,ElectronicRock,2018-10-27,Philip Sherburne
Bruce,Sonder Somatic,7.4,Electronic,2018-10-27,Andy Beta
Peter Bjorn and John,Darker Days,6.8,Rock,2018-10-27,Larry Fitzmaurice
LaraajiArji OceAnandaDallas Acid,Arrive Without Leaving,7.6,Experimental,2018-10-27,Miles Bowe
boygenius,boygenius EP,8.3,Rock,2018-10-26,Dayna Evans
Geotic,Traversa,6.7,Electronic,2018-10-26,Maggie Lange
Amerie,4AM Mulholland EP,7.2,Pop/R&B,2018-10-26,Maura Johnston
Joy Orbison,81b EP,7.7,Electronic,2018-10-26,Philip Sherburne
Robyn,Honey,8.5,Pop/R&B,2018-10-25,Stacey Anderson
FutureJuice WRLD,WRLD on Drugs,6.3,Rap,2018-10-25,Torii MacAdams
Queen,Bohemian Rhapsody OST,4.5,Rock,2018-10-25,Stephen Thomas Erlewine
Candy,Good to Feel,7.5,Metal,2018-10-25,Kim Kelly
How to Dress Well,The Anteroom,7.3,Pop/R&B,2018-10-24,Claire Lobenfeld
Lil Yachty,Nuthin’ 2 Prove,6.1,Rap,2018-10-24,Trey Alston
Will Oldham,Songs of Love and Horror,7.1,Rock,2018-10-24,Sam Sodomsky
Neneh Cherry,Broken Politics,7.3,Pop/R&B,2018-10-24,Alfred Soto
Greta Van Fleet,Anthem of the Peaceful Army,1.6,Rock,2018-10-23,Jeremy D. Larson
Yoko Ono,Warzone,6.3,Experimental,2018-10-23,Sasha Geffen
Helena Deland,From the Series of Songs “Altogether Unaccompanied”,7.8,Experimental,2018-10-23,Philip Sherburne
Weakened Friends,Common Blah,7.0,Not found,2018-10-23,Nina Corcoran
Empress Of,Us,6.3,Pop/R&B,2018-10-22,Katherine St. Asaph
MØ,Forever Neverland,6.0,Pop/R&B,2018-10-22,Dani Blum 
Eli Keszler,Stadium,8.0,Experimental,2018-10-22,Miles Bowe
GØGGS,Pre Strike Sweep,7.2,Rock,2018-10-22,Stuart Berman
Talking Heads,Remain in Light,10.0,Rock,2018-10-21,Dan Brooks
David Bowie,Loving the Alien,7.1,Rock,2018-10-20,Chris O’Leary
Kim Kashkashian,J.S. Bach: Six Suites for Viola Solo,7.6,Not found,2018-10-20,Jayson Greene
Young Jesus,The Whole Thing Is Just There,8.1,Rock,2018-10-20,Ian Cohen
Molly Burch,First Flower,6.7,Folk/Country,2018-10-20,Vrinda Jagota
Cloud Nothings,Last Building Burning,7.6,Rock,2018-10-19,Evan Rytlewski
Khalid,Suncity EP,6.2,Pop/R&B,2018-10-19,Alphonse Pierre
Cocteau Twins,Treasure Hiding: The Fontana Years,8.0,Rock,2018-10-19,Jesse Dorris
Calvin Johnson,A Wonderful Beast,7.8,Rock,2018-10-19,Marc Masters
Quavo,QUAVO HUNCHO,5.9,Rap,2018-10-18,Paul A. Thompson
UsherZaytoven,“A”,6.7,Pop/R&BRap,2018-10-18,Briana Younger
Elvis CostelloThe Imposters,Look Now,8.0,Rock,2018-10-18,Stephen Thomas Erlewine
Current 93,The Light Is Leaving Us All,7.2,Experimental,2018-10-18,Calum Marsh
Matthew Dear,Bunny,7.5,Electronic,2018-10-17,Philip Sherburne
The Dodos,Certainty Waves,6.4,Rock,2018-10-17,Ian Cohen
Shy Glizzy,Fully Loaded,7.6,Rap,2018-10-17,Sheldon Pearce
Yowler,Black Dog in My Path,7.6,Rock,2018-10-17,Sasha Geffen
St. Vincent,MassEducation,7.2,Rock,2018-10-16,Arielle Gordon
Petite Noir,La Maison Noir,7.8,Pop/R&B,2018-10-16,Stephen Kearse
William BasinskiLawrence English,Selva Oscura,6.0,Experimental,2018-10-16,Brian Howe
Kero Kero Bonito,Time ‘n’ Place,6.5,Pop/R&B,2018-10-16,Margaret Farrell
Ella Mai,Ella Mai,6.6,Pop/R&B,2018-10-15,Owen Myers 
mewithoutYou,[Untitled],7.5,Rock,2018-10-15,Brad Nelson
Connan Mockasin,Jassbusters,6.7,Rock,2018-10-15,Andy Beta
Colter Wall,Songs of the Plains,7.6,Folk/Country,2018-10-15,Amanda Wicks
The B-52’s,The B-52’s,9.0,ElectronicRock,2018-10-14,Susan Elizabeth Shepard
Eric Church,Desperate Man,7.6,Folk/Country,2018-10-13,Stephen Thomas Erlewine
Puce Mary,The Drought,7.2,Experimental,2018-10-13,Daniel Martin-McCormick
GABI,Empty Me,7.0,Experimental,2018-10-13,Sasha Geffen
Ambrose Akinmusire,Origami Harvest,7.6,Jazz,2018-10-13,Seth Colter Walls
Kurt Vile,Bottle It In,7.0,Rock,2018-10-12,Sam Sodomsky
Adrianne Lenker,abysskiss,8.0,Rock,2018-10-12,Jayson Greene
Windhand,Eternal Return,7.9,Metal,2018-10-12,Grayson Haver Currin
David Nance Group,Peaced and Slightly Pulverized,7.7,Rock,2018-10-12,Stuart Berman
Bikini Kill,The Singles,10.0,Rock,2018-10-11,Jenn Pelly
Lil BabyGunna,Drip Harder,7.6,Rap,2018-10-11,Alphonse Pierre
Cursive,Vitriola,6.8,Rock,2018-10-11,Ian Cohen
T.I.,Dime Trap,7.4,Rap,2018-10-11,Stephen Kearse
Sheck Wes,MUDBOY,8.2,Rap,2018-10-10,Sheldon Pearce
Swearin’,Fall Into the Sun,7.4,Rock,2018-10-10,Evan Rytlewski
Marie Davidson,Working Class Woman,7.8,Electronic,2018-10-10,Sophie Kemp 
Phosphorescent,C’est La Vie,7.6,Rock,2018-10-10,Jesse Jarnow
Lady GagaBradley Cooper,A Star is Born Soundtrack,7.4,Pop/R&BFolk/Country,2018-10-09,Larry Fitzmaurice
High on Fire,Electric Messiah,7.8,Metal,2018-10-09,Andy O'Connor
Bliss Signal ,Bliss Signal,6.9,ElectronicMetal,2018-10-09,Grayson Haver Currin
Nathan Bowles,Plainly Mistaken,7.7,Folk/Country,2018-10-09,Stephen M. Deusner
Fucked Up,Dose Your Dreams,7.3,Metal,2018-10-08,Ian Cohen
The Joy Formidable,AAARTH,6.9,Rock,2018-10-08,Stuart Berman
Maxwell,Embrya,8.3,Pop/R&B,2018-10-08,Brad Nelson
Madeline Kenney,Perfect Shapes,7.2,Rock,2018-10-08,Allison Hussey
J Dilla,Welcome 2 Detroit,8.5,Rap,2018-10-07,Edwin “STATS” Houghton
Stereolab,Switched On,7.7,Experimental,2018-10-06,Philip Sherburne
Foodman,Aru Otoko No Densetsu,7.5,Experimental,2018-10-06,Andy Beta
Author & Punisher,Beastland,7.1,Metal,2018-10-06,Brian Howe
Ana da SilvaPhew,Island,7.3,Experimental,2018-10-06,Sasha Geffen
Cat Power,Wanderer,7.4,Rock,2018-10-05,Jayson Greene
Tom Petty,An American Treasure,8.3,Rock,2018-10-05,Sam Sodomsky
Marissa Nadler,For My Crimes,7.2,Folk/Country,2018-10-05,Olivia Horn 
Sam Wilkes,WILKES,7.3,Jazz,2018-10-05,Jay Balfour
Logic,Young Sinatra IV,5.5,Rap,2018-10-04,Alphonse Pierre
Kevin Gates,Luca Brasi 3,6.9,Rap,2018-10-04,Evan Rytlewski
Various Artists,The Rick and Morty Soundtrack,5.2,Not found,2018-10-04,Eric Thurm
Cécile McLorin Salvant,The Window,7.8,Jazz,2018-10-04,Stephen M. Deusner
SOB X RBE,Gangin II,7.7,Rap,2018-10-03,Torii MacAdams
Fred Thomas,Aftering,7.5,Rock,2018-10-03,Ian Cohen
Haruomi Hosono,Hosono House,7.6,ElectronicPop/R&B,2018-10-03,Kevin Lozano
Dean Blunt,Soul on Fire,5.3,Experimental,2018-10-03,Andy Beta
Kode9Burial,FABRICLIVE 100,7.4,ElectronicExperimental,2018-10-02,Philip Sherburne
Jlin,Autobiography,7.9,Electronic,2018-10-02,Ben Cardew
Brocker Way,Wild Wild Country (Original Score),7.1,Folk/Country,2018-10-02,Maggie Lange
Lala Lala ,The Lamb,7.5,Rock,2018-10-02,Steven Arroyo
Lil Wayne,Tha Carter V,7.4,Rap,2018-10-01,Evan Rytlewski
Mount Eerie,(after),8.1,Rock,2018-10-01,Nathan Reese
Viagra Boys,Street Worms,7.4,Rock,2018-10-01,Nina Corcoran
Mudhoney,Digital Garbage,7.1,Rock,2018-10-01,Stuart Berman
Maxwell,Maxwell’s Urban Hang Suite,9.0,Pop/R&B,2018-09-30,Jason King
Pinegrove,Skylight,7.5,Rock,2018-09-29,Quinn Moreland
Joe Strummer,Joe Strummer 001,8.0,Rock,2018-09-29,Stephen Thomas Erlewine
Lupe Fiasco,Drogas Wave,6.2,Rap,2018-09-29,Brian Josephs
Father,Awful Swim,7.8,Rap,2018-09-29,Briana Younger
Tim Hecker,Konoyo,8.5,Experimental,2018-09-28,Grayson Haver Currin
Mount Kimbie,DJ-Kicks,7.5,Electronic,2018-09-28,Andy Beta
Roc Marciano,Behold a Dark Horse,7.1,Rap,2018-09-28,Sheldon Pearce
Brandon Coleman,Resistance,6.7,Experimental,2018-09-28,Andy Beta
Metric,Art of Doubt,6.6,Rock,2018-09-27,Katherine St. Asaph
Lonnie Holley,MITH,7.9,Experimental,2018-09-27,Allison Hussey
Ryan Hemsworth,Elsewhere,7.4,Electronic,2018-09-27,Mehan Jayasuriya
Mutual Benefit,Thunder Follows the Light,6.4,Folk/Country,2018-09-27,Arielle Gordon
BROCKHAMPTON,iridescence,6.6,Rap,2018-09-26,Reed Jackson
Richard Swift,The Hex,8.0,Rock,2018-09-26,Sam Sodomsky
Bhad Bhabie,15,5.5,Rap,2018-09-26,Michelle Kim
Richard Reed Parry,Quiet River of Dust Vol. 1,7.7,Experimental,2018-09-26,Stuart Berman
Prince,Piano & a Microphone 1983,8.5,Pop/R&BRock,2018-09-25,Chris Randle
YBN Nahmir YBN CordaeYBN Almighty Jay,YBN: The Mixtape,7.3,Rap,2018-09-25,Reed Jackson
MHD,19,7.5,Rap,2018-09-25,Jonah Bromwich
Sumac,Love in Shadow,7.8,Metal,2018-09-25,Grayson Haver Currin
The Field,Infinite Moment,8.0,Electronic,2018-09-24,Sasha Geffen
The Beta Band,The Three EPs,8.4,Rock,2018-09-24,Paul Thompson
Restorations,LP5000,7.3,Rock,2018-09-24,Ian Cohen
Ash Koosha,Return 0,6.0,Electronic,2018-09-24,Ben Cardew
De La Soul,3 Feet High and Rising,10.0,Rap,2018-09-23,Jeff Chang
Joyce Manor,Million Dollars to Kill Me,7.5,Rock,2018-09-22,Larry Fitzmaurice
Mountain Man,Magic Ship,7.6,Folk/Country,2018-09-22,Amanda Wicks
The Chills,Snow Bound,7.5,Rock,2018-09-22,Alfred Soto
Richard Thompson,13 Rivers,7.9,Folk/Country,2018-09-22,Stephen M. Deusner
Christine and the Queens,Chris,7.9,Pop/R&B,2018-09-21,Jamieson Cox
6LACK,East Atlanta Love Letter,6.1,Pop/R&B,2018-09-21,Dean Van Nguyen
Bun B,Return of the Trill,7.8,Rap,2018-09-21,Evan Rytlewski
Niagara,Apologia,7.7,Electronic,2018-09-21,Philip Sherburne
Jungle,For Ever,5.0,Pop/R&B,2018-09-20,Evan Rytlewski
Altopalo,frozenthere,7.4,Experimental,2018-09-20,Marcus J. Moore
Dave RempisTomeka ReidJoshua Abrams,Ithra,7.4,JazzExperimental,2018-09-20,Andy Beta
Wayne Shorter,Emanon,7.5,Jazz,2018-09-20,Matthew Kassel
Noname,Room 25,8.6,Rap,2018-09-19,Briana Younger
Emma Louise,Lilac Everything,7.6,Pop/R&B,2018-09-19,Jamieson Cox
Shinichi Atobe,Heat,8.0,Electronic,2018-09-19,Kevin Lozano
The Mountain Goats,Hex of Infinite Binding EP,7.4,Rock,2018-09-19,Abigail Covington
Sandro Perri,In Another Life,8.1,ElectronicExperimentalFolk/Country,2018-09-18,Ryan Dombal
Jóhann Jóhannsson,Mandy (Original Motion Picture Soundtrack),7.7,Experimental,2018-09-18,Andy Beta
The Goon Sax,We’re Not Talking,7.2,Rock,2018-09-18,Nina Corcoran
Bob Moses,Battle Lines,5.6,Pop/R&B,2018-09-18,Ben Cardew
Aphex Twin,Collapse EP,8.1,Electronic,2018-09-17,Philip Sherburne
Gazelle Twin,Pastoral,7.7,Experimental,2018-09-17,Louis Pattison
Orbital,Monsters Exist,6.0,Electronic,2018-09-17,Larry Fitzmaurice
Black Belt Eagle Scout,Mother of My Children,7.2,Rock,2018-09-17,Maggie Lange
PJ Harvey,Rid of Me,10.0,Rock,2018-09-16,Judy Berman
Catherine Ribeiro + Alpes,N°2,8.3,Rock,2018-09-15,Sam Sodomsky
Seinabo Sey,I’m a Dream,6.0,Pop/R&B,2018-09-15,Katherine St. Asaph
Guerilla Toss,Twisted Crystal,7.3,Rock,2018-09-15,Margaret Farrell
Sarah Davachi,Gave in Rest,7.7,Electronic,2018-09-15,Philip Sherburne
Low,Double Negative,8.7,Rock,2018-09-14,Rich Juzwiak
Dilly Dally,Heaven,7.8,Rock,2018-09-14,Jenn Pelly
Bob Seger & The Last Heard,Heavy Music: The Complete Cameo Recordings 1966-1967,8.2,Rock,2018-09-14,Stephen Thomas Erlewine
Ava Luna,Moon 2,7.7,Rock,2018-09-14,Maggie Lange
Octavian ,SPACEMAN,8.0,Rap,2018-09-13,Ciaran Thapar
Amos Lee,My New Moon,7.0,Pop/R&BFolk/Country,2018-09-13,Amanda Wicks
Slowthai,RUNT EP,7.8,Rap,2018-09-13,Sheldon Pearce
Spiral Deluxe,Voodoo Magic,5.9,Experimental,2018-09-13,Ben Cardew
The Blaze,Dancehall,5.7,Electronic,2018-09-12,Philip Sherburne
The O’My’s,Tomorrow,6.4,Pop/R&B,2018-09-12,Jonah Bromwich
Kilo Kish,Mothe EP,7.7,Pop/R&B,2018-09-12,Stephen Kearse
G Perico,Guess What? EP,6.7,Rap,2018-09-12,Jackson Howard
Spiritualized,And Nothing Hurt,7.7,ExperimentalRock,2018-09-11,Grayson Haver Currin
Paul McCartney,Egypt Station,5.8,Rock,2018-09-11,Stephen Thomas Erlewine
Masego,Lady Lady,7.3,Pop/R&B,2018-09-11,Marcus J. Moore
Amnesia Scanner,Another Life,7.5,Experimental,2018-09-11,Miles Bowe
Joey Purp,QUARTERTHING,8.3,Rap,2018-09-10,Sheldon Pearce
Pig Destroyer,Head Cage,8.1,Metal,2018-09-10,Grayson Haver Currin
Oliver Coates,Shelley’s on Zenn-La,7.7,Experimental,2018-09-10,Philip Sherburne
Swamp Dogg,"Love, Loss, and Auto-Tune",7.3,Pop/R&B,2018-09-10,Stephen M. Deusner
T.I.,Trap Muzik,8.7,Rap,2018-09-09,Stephen Kearse
Led Zeppelin,The Song Remains the Same,7.3,Rock,2018-09-08,Jeremy Gordon
Ipek Gorgun,Ecce Homo,7.5,Electronic,2018-09-08,Marc Masters
Catherine Christer Hennix,Selected Early Keyboard Works,7.2,Experimental,2018-09-08,Andy Beta
Thou,Magus,7.8,Metal,2018-09-08,Dale W Eisinger
Yves Tumor,Safe in the Hands of Love,9.1,Experimental,2018-09-07,Jayson Greene
Waxahatchee,Great Thunder EP,7.3,Rock,2018-09-07,Olivia Horn 
Comethazine,Bawskee,2.6,Rap,2018-09-07,Alphonse Pierre
Agent Sasco,Hope River,6.5,Pop/R&B,2018-09-07,Edwin “STATS” Houghton
Eminem,Kamikaze,5.0,Rap,2018-09-06,Marc Hogan
Four Tet,"Live at Funkhaus Berlin, 10th May 2018",7.2,Electronic,2018-09-06,Andy Beta
Bruiser Brigade,Reign Supreme,7.4,Rap,2018-09-06,Will Schube
Wilder Maker,Zion,6.6,Rock,2018-09-06,Grayson Haver Currin
Armand Hammer,Paraffin,8.1,Rap,2018-09-05,Paul A. Thompson
IDLES,Joy as an Act of Resistance,6.8,Rock,2018-09-05,Dale W Eisinger
Mogwai,KIN: Original Motion Picture Soundtrack,6.9,Rock,2018-09-05,Stuart Berman
Szun Waves,New Hymn to Freedom,7.2,Experimental,2018-09-05,Piotr Orlov
Big Red Machine,Big Red Machine,7.0,Rock,2018-09-04,Jeremy D. Larson
JEFF the Brotherhood,Magick Songs,7.5,Rock,2018-09-04,Stuart Berman
Anna Calvi,Hunter,7.8,Pop/R&B,2018-09-04,Cameron Cook
Mass Gothic,I’ve Tortured You Long Enough,5.1,Rock,2018-09-04,Sasha Geffen
Milton NascimentoLô Borges,Clube Da Esquina,9.5,Pop/R&BGlobal,2018-09-02,Andy Beta
The Band,Music From Big Pink,9.4,Rock,2018-09-01,Stephen Thomas Erlewine
Various Artists,Studio Barnhus Volym 1,7.7,Not found,2018-09-01,Philip Sherburne
Alice in Chains,Rainier Fog,5.7,Rock,2018-09-01,Robert Ham
George Clanton ,Slide,7.3,Pop/R&B,2018-09-01,Miles Bowe
Troye Sivan,Bloom,7.5,Pop/R&B,2018-08-31,Jamieson Cox
Iron & Wine,Weed Garden EP,7.0,Folk/Country,2018-08-31,Stephen M. Deusner
"The Outfit, TX",Little World,7.4,Rap,2018-08-31,Sheldon Pearce
Terry,I’m Terry,7.3,Rock,2018-08-31,Marc Masters
Jesus Piece,Only Self,7.6,Metal,2018-08-30,Andy O'Connor
Wild Nothing,Indigo,6.3,Rock,2018-08-30,Ian Cohen
White Denim,Performance,6.5,Rock,2018-08-30,Larry Fitzmaurice
Pat Van Dyke,"Hello, Summer",7.2,Jazz,2018-08-30,Jonah Bromwich
Pink Siifu,ensley,8.0,Rap,2018-08-29,Jonah Bromwich
Nothing,Dance on the Blacktop,7.1,Rock,2018-08-29,Jenn Pelly
Uniform,The Long Walk,7.6,Metal,2018-08-29,Andy O'Connor
Third Eye Blind,Thanks for Everything,4.0,Rock,2018-08-29,Grayson Haver Currin
Devon Welsh,Dream Songs,6.9,Electronic,2018-08-28,Evan Rytlewski
Bamba Pana,Poaa,7.2,Global,2018-08-28,Philip Sherburne
Nef the Pharaoh,The Big Chang Theory,7.3,Rap,2018-08-28,Dean Van Nguyen
Matthew “Doc” Dunn,Lightbourn,8.0,RockFolk/Country,2018-08-28,Stuart Berman
Interpol,Marauder,6.1,Rock,2018-08-27,Ian Cohen
Fire-Toolz,Skinless X-1,7.1,Experimental,2018-08-27,Sasha Geffen
Ohmme,Parts,7.6,Rock,2018-08-27,Maggie Lange
Various Artists,Total 18,6.8,Not found,2018-08-27,Philip Sherburne
Cap’n Jazz,"Burritos, Inspiration Point, Fork Balloon Sports, Cards in the Spokes, Automatic Biographies, Kites, Kung Fu, Trophies, Banana Peels We’ve Slipped on, and Egg Shells We’ve Tippy Toed Over",8.8,Rock,2018-08-26,Ian Cohen
The Lemon Twigs,Go to School,7.0,Rock,2018-08-25,Sam Sodomsky
Innumerable Forms,Punishment in Flesh,7.5,Metal,2018-08-25,Andy O'Connor
Maymind,Cheap Storage,7.2,Electronic,2018-08-25,Philip Sherburne
Blood Orange,Negro Swan,7.6,Pop/R&B,2018-08-24,Jason King
Anna Meredith,Anno,6.8,Experimental,2018-08-24,Jayson Greene
DonChristian,Where There’s Smoke,6.9,Rap,2018-08-24,Briana Younger
Ekuka Morris Sirikiti,Ekuka,7.3,Global,2018-08-24,Andy Beta
Oh Sees,Smote Reverser,7.6,Rock,2018-08-23,Stuart Berman
Hermit and the Recluse,Orpheus vs. the Sirens,8.0,Rap,2018-08-23,Torii MacAdams
Gabriel Kahane,Book of Travelers,6.8,Folk/Country,2018-08-23,Grayson Haver Currin
Träden,Träden,6.8,Rock,2018-08-23,Allison Hussey
Young Thug,Slime Language,7.3,Rap,2018-08-22,Evan Rytlewski
Djrum,Portrait With Firewood,7.4,Electronic,2018-08-22,Andy Beta
Lori Scacco,Desire Loop,7.3,Experimental,2018-08-22,Philip Sherburne
Sharp Veins,detritus preterit selections,6.6,Electronic,2018-08-22,Miles Bowe
Ariana Grande,Sweetener,8.1,Pop/R&B,2018-08-21,Jillian Mapes
Aminé,ONEPOINTFIVE,6.0,Rap,2018-08-21,Sheldon Pearce
Conner Youngblood,Cheyenne,7.2,Pop/R&B,2018-08-21,Matthew Strauss
Iglooghost,Clear Tamei EP,7.2,Electronic,2018-08-21,Jay Balfour
Death Cab for Cutie,Thank You For Today,6.0,Rock,2018-08-20,Larry Fitzmaurice
Rebel Wizard,Voluptuous Worship of Rapture and Response,7.8,Metal,2018-08-20,Andy O'Connor
Jess Sah BiPeter One,Our Garden Needs Its Flowers,7.7,Global,2018-08-20,Madison Bloom
Odetta Hartman,Old Rockhounds Never Die,8.0,Folk/Country,2018-08-20,Erin Osmon
The Prodigy,The Fat Of the Land,5.9,Electronic,2018-08-19,Jesse Dorris
Trevor Powers,Mulberry Violence,7.4,Pop/R&BExperimental,2018-08-18,Jayson Greene
The Beths,Future Me Hates Me,7.9,Rock,2018-08-18,Larry Fitzmaurice
Diana Gordon ,Pure EP,7.3,Pop/R&B,2018-08-18,Jonah Bromwich
Young Nudy,Slimeball 3,7.2,Rap,2018-08-18,Will Schube
Mitski,Be the Cowboy,8.8,Rock,2018-08-17,Quinn Moreland
Cullen Omori,The Diet,7.0,Rock,2018-08-17,Stuart Berman
Tomberlin ,At Weddings,7.5,Rock,2018-08-17,Olivia Horn 
Roy Montgomery,Suffuse,7.6,Rock,2018-08-17,Sasha Geffen
Animal Collective,Tangerine Reef,6.9,Experimental,2018-08-16,Sasha Geffen
Louis Cole,Time,7.6,Electronic,2018-08-16,Philip Sherburne
Knowledge the Pirate,Flintlock,7.1,Rap,2018-08-16,Phillip Mlynar
SALES,forever & ever,7.0,Rock,2018-08-16,Nina Corcoran
Julee Cruise,The Voice of Love,7.7,Pop/R&B,2018-08-15,Meaghan Garvey
Trippie Redd,Life’s a Trip,6.2,Rap,2018-08-15,Alphonse Pierre
miloElucid,Nostrum Grocers,7.7,Rap,2018-08-15,Will Schube
Lola Kirke,Heart Head West,6.2,Rock,2018-08-15,Madison Bloom
